y_truth	lr	svm	rf	xgb	xgb_tw
1	0.49142242163792166	0.5991272090767036	0.46624204031904115	0.47414637	0.6313964
1	0.9587876357657934	0.8984877437172455	0.6171876361400517	0.9840375	0.8917816
0	0.006285552696762064	0.056259628585945756	0.22610270638365013	0.014538011	0.110288285
1	0.7097660752936199	0.6558190129999395	0.5396637330409566	0.35314074	0.7387009
1	0.7484243032274849	0.872601425147563	0.5549887239888591	0.7586272	0.84810907
0	0.07752890320873584	0.1791771180004736	0.38260019771343823	0.041064978	0.299772
1	0.8763770155524168	0.769106152849813	0.6069253483508159	0.9358465	0.5318566
0	0.3313713423631934	0.413413854468261	0.4473580018133438	0.42537537	0.33793697
0	0.2838021988424281	0.4154884530125768	0.5016535787496251	0.7890006	0.30560842
0	0.05326724696927004	0.12465779148623406	0.3176196589009279	0.07917561	0.103031896
0	0.4542009614950035	0.5542979979001839	0.5836315497809995	0.369919	0.62668604
0	0.025755740095634347	0.09576143849009831	0.28783486669449165	0.0014114367	0.13165033
1	0.5784286468311568	0.7149440190510311	0.5588436701471691	0.7575609	0.8768837
0	0.21213600273168656	0.3566631295482757	0.48533067992911405	0.13959087	0.6858439
1	0.5997771456336131	0.5481407194147556	0.540687718022712	0.5604961	0.6680413
1	0.9942789415122341	0.9513772717208275	0.7170913606007168	0.96996045	0.8491764
0	0.022691410700029686	0.11272593294433012	0.38815813677963285	0.071507744	0.51450753
0	0.0018815405649712507	0.03417755004722927	0.20681726408995071	0.0067397812	0.049885392
0	0.006350835957820534	0.10760990139565305	0.40964301666304515	0.06126234	0.43014407
1	0.4075371064091672	0.32746073378226115	0.4332445456437978	0.1533216	0.75790507
1	0.9558467305251243	0.8870833593767892	0.6315193146011052	0.9824271	0.8133104
0	0.051905261971609544	0.19749755765572458	0.442031086199826	0.44452518	0.14945467
1	0.1810494869415707	0.2785894524092442	0.5071713159502624	0.3024386	0.7363247
0	0.7908247120787643	0.7534093562707588	0.552808858217671	0.8746149	0.39524534
0	0.052981296303957814	0.1702044681826504	0.2886797438027452	0.0021752445	0.29834703
0	0.04484861288509283	0.19198485025466572	0.37689240821425257	0.21692267	0.6488048
1	0.9649425391159904	0.8892773447165115	0.6229065107718182	0.97641265	0.8595358
0	0.47176428976012236	0.4339064860876925	0.525873396388105	0.6938322	0.50653034
1	0.9708569277793307	0.8811679484680729	0.6449075441047745	0.79212075	0.63974154
1	0.402878949745412	0.28463399320199984	0.578358786601995	0.6293506	0.80924195
0	0.01116316944960347	0.10528221898563261	0.2907370114976296	0.09535882	0.44734386
1	0.19483863016243708	0.23696880248601163	0.5133391144321048	0.32765093	0.58822507
0	0.6512741839910217	0.4028739867744545	0.5757379439497362	0.43307173	0.4104936
1	0.3700331094664441	0.4896339314933836	0.4169824021002924	0.14871593	0.61043346
1	0.5096490063551559	0.47229933904951754	0.45191250243713915	0.42441112	0.25963283
0	0.6580448162568688	0.5399352499705121	0.5674338189145844	0.3756847	0.7363247
0	0.012384852148460147	0.0647591169387025	0.3310970346038888	0.057649195	0.085323684
1	0.9782013971347484	0.8996487237763093	0.7360894127309264	0.9662371	0.78205675
1	0.9471855081329152	0.8128661149011337	0.6201281896359427	0.96776253	0.92496455
0	0.2933840815039331	0.29808368274062286	0.47181460646875295	0.56365424	0.46634778
1	0.08487345213125749	0.2660601151735044	0.3514694586395792	0.12612739	0.37358877
1	0.9896621661969396	0.9283337337962317	0.7153605951607175	0.97927344	0.47837207
1	0.9274098989395572	0.8449790444294543	0.6766227390453203	0.756072	0.80924195
0	0.6578946333452653	0.6863386016068326	0.4786964196132122	0.61068493	0.50132465
0	0.7806197516940215	0.47777854897464944	0.6379101639489803	0.9842465	0.81399053
1	0.9933756646328328	0.9409244244422127	0.6997736055891195	0.7473916	0.79373807
1	0.7528752070408963	0.7929264567857695	0.5382885859900894	0.92944086	0.92496455
1	0.9366896561925431	0.7508460971637823	0.5456745270385006	0.85259295	0.71301275
0	0.1013781391317168	0.2033815756506959	0.42460977161009955	0.17919375	0.5394119
0	0.07946396448515905	0.15259113759021337	0.3860179236821373	0.025997898	0.38866827
1	0.31161511344162673	0.5270231052300937	0.40635282039577325	0.422783	0.27499318
0	0.775995335977154	0.666928801512004	0.5154790612920155	0.42191863	0.5387729
1	0.5322041381999874	0.5256531606415279	0.5765333576797896	0.6458443	0.84724474
1	0.9167843558220582	0.8934583175607306	0.6222170689788793	0.72205365	0.5437884
1	0.79674174502735	0.7065539771211277	0.5470678260534126	0.5153105	0.9565697
0	0.5932212269950241	0.33957504286248763	0.5363796851078182	0.69298416	0.8528449
1	0.748186715711931	0.5919806115404003	0.4942881070172272	0.44462413	0.8027067
1	0.6879961097254723	0.6822103006956632	0.5632014531528585	0.91208124	0.9390405
1	0.9361346770697645	0.8564746324764756	0.5551100941457121	0.8491178	0.8708835
0	0.06290710086096245	0.15485973862710387	0.4030848183194405	0.04705133	0.21152422
0	0.34884972605643233	0.27325224482125643	0.5556832846534945	0.59243333	0.79306257
0	0.059857582663568734	0.09543800360303685	0.3488057442180484	0.049310938	0.18257843
0	0.14587735508055188	0.1591087997789764	0.34384984954079983	0.046284724	0.091832496
1	0.9836521246847408	0.9481639381253684	0.7303934128786105	0.9830148	0.83219683
0	0.05741016279721631	0.08968038806391053	0.3586545134072424	0.04733379	0.6793283
1	0.9951546872831887	0.9414448678616774	0.6769450354867287	0.98263264	0.27090555
0	0.8109979482410954	0.7189919012160549	0.5787270974370451	0.8446227	0.7564916
1	0.9007651541929236	0.8478116776256689	0.5314998506451909	0.8456001	0.8584574
0	0.2241812723486215	0.26949121251731484	0.4431053340562463	0.31786612	0.66089165
0	0.12493155173227712	0.108874407104117	0.44027400528720023	0.008638831	0.4334949
0	0.016593456859757803	0.1454107722726647	0.2885553596884784	0.041513063	0.3490815
0	0.016945101789648195	0.10362302087472812	0.39274165352387774	0.039400686	0.05830415
1	0.008583360859272552	0.0696284256098583	0.3063775750314786	0.011341635	0.121782504
1	0.9972360123043963	0.9584668388189169	0.7214835012561296	0.863363	0.8868066
1	0.9636214549821231	0.9089190283757443	0.6772183135601195	0.9750649	0.5367651
0	0.05547934132958006	0.12130832264104395	0.3081274737300865	0.02898271	0.25127873
1	0.9754640332663281	0.9040568693208757	0.6017808847007116	0.88468415	0.5812001
0	0.9966539161793231	0.9414387766379407	0.7381031106610068	0.9152786	0.72697365
0	0.30193271549380934	0.40074040239297865	0.5835375535384597	0.45076418	0.6752894
0	0.993817363521543	0.9470124731502209	0.6930566178405667	0.982349	0.5431673
1	0.9456841262295346	0.8741663296920676	0.5811707736846271	0.92612624	0.21318404
1	0.9982534403340558	0.9524533219137458	0.6533053900149091	0.9863252	0.7236098
0	0.015969503507280942	0.07255202056067159	0.3010760316959475	0.016508074	0.25127873
1	0.9963566719123816	0.972774939783748	0.7424992717840081	0.9962664	0.9150682
0	0.7453732724833514	0.5374705167813703	0.6004843857732484	0.16310635	0.45919442
0	0.8173130084801384	0.7302195707313057	0.5883146994540693	0.95394206	0.39100543
1	0.4178785090283562	0.4272509993427271	0.44600633278425766	0.18214515	0.28112316
0	0.054471266836594034	0.1825049818092329	0.3660957125598266	0.07982899	0.11842731
0	0.8730793932534604	0.7740124028860521	0.6008542815853939	0.879987	0.94910085
1	0.9865143491467081	0.9230436487482618	0.6920359404438874	0.92020804	0.84596485
0	0.04651998394589361	0.18666882466331927	0.3506001109478739	0.06975164	0.12641591
0	0.045965332822918	0.11331401800940376	0.4171794221551231	0.043731943	0.3500902
1	0.9761406958285453	0.8514515847216411	0.603216565028252	0.98023486	0.38769385
1	0.9916929116182274	0.9360996045723686	0.6479035148362019	0.89517033	0.34497476
1	0.3692210883976238	0.5436601740835141	0.5213348641316039	0.71445745	0.3500902
0	0.5402445732748501	0.7097292780996227	0.5119130667812966	0.3733837	0.8386168
1	0.9669856043901973	0.9095714363834541	0.6664935909453792	0.96573013	0.9364492
1	0.9861021883115246	0.9203646259232116	0.6192033978266664	0.9369136	0.78976357
1	0.9039111162777866	0.7956626101991524	0.6082282766150943	0.97478753	0.59538424
1	0.5660141517933316	0.5905733070942694	0.5448676380734381	0.9652852	0.8465547
0	0.05896833012977472	0.09333825287186275	0.3366057865058062	0.086315334	0.17462014
0	0.9256623763500663	0.7133317470345788	0.5878024764067167	0.9146994	0.89197177
0	0.07674869076245235	0.24719099805947287	0.3285117141636881	0.008391584	0.05778616
1	0.8928338889230565	0.8401378188483339	0.6072437584627864	0.9318202	0.3500902
1	0.9357688668856021	0.7070974489287722	0.5881287538113841	0.93626326	0.76356506
0	0.023468901902222155	0.1036564375797413	0.3411420354450118	0.062322065	0.15780932
0	0.10678629209511799	0.16775737949511227	0.3849210454213292	0.11663633	0.19076031
1	0.9763521952857964	0.8923168209818232	0.6032067147608164	0.7808735	0.2963969
1	0.9986750828725169	0.963186526707152	0.7314020388717073	0.9799042	0.79915345
0	0.9215596740345924	0.852012051104716	0.6728414452558833	0.9783452	0.8080361
0	0.5107071297289212	0.31364644301336875	0.570725746772491	0.38193238	0.6093939
1	0.9669031755393885	0.7671593284121966	0.5731275276489487	0.9642384	0.3794358
1	0.9413653295576414	0.9022959802710413	0.6238790681697567	0.8093923	0.8872546
0	0.06044469014685427	0.11934949870680371	0.3868929074611562	0.06636416	0.1332032
1	0.9555549588671715	0.9368835699256839	0.6455731373537502	0.96772665	0.94910085
0	0.0043872912988838	0.054693830802623286	0.4222328547458714	0.083899125	0.3783456
