y_truth	lr	svm	rf	xgb	xgb_tw
0	0.12775315915366645	0.3314524450000547	0.3200381926617417	0.14655611	0.45284247
1	0.9994329696233235	0.9617111933438339	0.6784454871973087	0.7211947	0.55173105
1	0.39846206602840045	0.5363389834031999	0.4048658102196224	0.26190364	0.29612458
1	0.9149422466889857	0.7119884669383371	0.5818636204803972	0.7079116	0.88019365
0	0.5199852231460059	0.490501540732431	0.48629619872731294	0.43899918	0.65136445
0	0.16319332538846393	0.33089930624035785	0.42161925817224316	0.373742	0.5871941
0	0.9001078952376088	0.7481939603882042	0.6630144776543431	0.8519038	0.7356509
1	0.6275491665209485	0.5836370385554003	0.4038806660852908	0.25766423	0.8016291
0	0.16095776140920798	0.28355118169737364	0.38846028809941335	0.32784352	0.40763363
0	0.729427531283498	0.676200978891246	0.43474611248735007	0.34921873	0.25482586
0	0.6370398398466142	0.6636533903237362	0.4692808544224954	0.41484523	0.35766026
1	0.4357758394803262	0.5867627025690221	0.6236779951256959	0.78742	0.54301405
0	0.32151448614929523	0.3959113745937126	0.42689911429085164	0.35947117	0.34071827
1	0.9976323287392036	0.9453492195475673	0.6860857479728247	0.8271247	0.766215
0	0.06526160396062772	0.3626706742642301	0.3256034799823501	0.18683861	0.25407842
1	0.9478931062393072	0.8035517572190051	0.5714956773317837	0.6774753	0.755201
0	0.25545019686909476	0.3323641006743008	0.4326817579207018	0.40978825	0.27511638
1	0.629217042205692	0.9669291941476955	0.5054079393795916	0.46339408	0.47333246
0	0.012142360230622725	0.22133360934782886	0.3021924778850183	0.25558445	0.2817216
1	0.33681408883819997	0.39224273275761995	0.4774369894966089	0.49832657	0.3560595
1	0.35397348841025794	0.4442393621994945	0.5171094587279762	0.5711827	0.4890809
1	0.22246703218966468	0.359800057403311	0.4592707568901547	0.29718184	0.3004208
1	0.4401071712349238	0.4106439286813722	0.4614618756883749	0.37010404	0.6071988
0	0.8065728429465163	0.6781512251611939	0.5085179415688799	0.3490766	0.50058407
0	0.2067127990474376	0.34769704346044955	0.4985346069516548	0.30228347	0.3553553
0	0.01541838871733382	0.13238211807371816	0.32671262229691345	0.17329006	0.4269501
0	0.02105113199319337	0.25690580205503605	0.3572931790816223	0.245703	0.65506727
0	0.000598141910864117	0.0828310206558245	0.25303238676186846	0.24876374	0.2951487
0	0.28231604724454396	0.44955453123278255	0.44314821506579394	0.26950368	0.3255371
1	0.2505525348327791	0.41408343036124745	0.41930112184754054	0.5221097	0.42915118
1	0.8558109734108893	0.5956580826123511	0.5629549831510938	0.60032624	0.8265863
1	0.9337599296154693	0.7328272071774518	0.5948858505686798	0.76424044	0.37535837
0	0.48831558088234517	0.425414127721183	0.3720502857366064	0.2094289	0.44247466
1	0.941476229362701	0.6645619905876187	0.556304192897517	0.6615827	0.49160177
0	0.05322885827736637	0.25321108874187315	0.41353911671777477	0.31625894	0.3291611
1	0.6899483340547694	0.5539598047543585	0.49773437326528497	0.42936426	0.27147007
0	0.5626279078045879	0.4635772477448034	0.5614698062998659	0.5625651	0.65121627
0	0.03037540350368879	0.1643980207223237	0.4024746124833199	0.34475157	0.6020147
1	0.9941942042712453	0.9723448074691468	0.6478709293909563	0.76825994	0.42915118
0	0.043122754056167084	0.2645385056996456	0.433225874492936	0.39096874	0.79026175
0	0.11000442796244075	0.36830776088630374	0.4265416919296419	0.33745545	0.4649157
1	0.9406164797536004	0.6916964637552888	0.5747441960131209	0.7129525	0.7237882
0	0.06146096354271077	0.28935058812880454	0.35899022584896023	0.17237668	0.4019762
1	0.8714094208873157	0.5893669303660519	0.51816519169649	0.4852343	0.5710647
1	0.4261737309542335	0.4906034650049699	0.5538311476749945	0.57814807	0.63867056
1	0.940986454029045	0.688388519287551	0.5708924340110422	0.6499488	0.58981854
0	0.14092794352842153	0.3588704292827128	0.39990301697057823	0.43515915	0.27511638
1	0.7618460376722378	0.5823394395374767	0.6142606669404278	0.711975	0.46920583
0	0.019667010298563502	0.22938966566736732	0.3486734295333653	0.31997392	0.43059644
1	0.7044876251182053	0.5273732611467646	0.5377851360742228	0.60318285	0.28768462
1	0.5142875009448865	0.5101029369083094	0.5510419365404957	0.59904575	0.6217677
1	0.9846873169675497	0.7473157673152521	0.6562089075784897	0.8064418	0.8265863
1	0.8125817809656459	0.532556583942236	0.5525894976626398	0.46305704	0.80923706
1	0.9351666818548798	0.7336665430626133	0.6122901940358402	0.62131375	0.5737576
0	0.9726525216253795	0.7097439733324584	0.47781883623817706	0.36772737	0.46364683
0	0.008855809369223302	0.25213248163092844	0.31741994183219036	0.252241	0.46610653
0	0.003317075856512678	0.1466343904275141	0.2767452882825814	0.21252869	0.29541814
1	0.5790343282476721	0.5064285838302945	0.49998120271756086	0.52000237	0.66141033
0	0.18020078101808662	0.3543268971471532	0.39151048581621345	0.20309345	0.4321171
0	0.41787692461720016	0.4623775435084446	0.478258676972224	0.5889948	0.44787925
0	0.11755376791292604	0.31631096512049384	0.41618304816575225	0.34195697	0.3255371
0	0.5828260745912245	0.5	0.48298366249481584	0.42667848	0.49037844
0	0.96233961402798	0.7662981955946263	0.5608506149107377	0.61728466	0.48231092
1	0.7790357329702291	0.6421333577957692	0.4967866709981773	0.39827135	0.44853705
1	0.18407225848085135	0.3657147139954828	0.515395066783641	0.45690092	0.3801698
0	0.07705874278427952	0.29872277804428654	0.31631873015047746	0.24950175	0.21813866
0	0.8542645821398984	0.9722801292198142	0.5773640067325622	0.70285606	0.85307384
1	0.3197240048745833	0.4697991462970242	0.37491387510268326	0.26056096	0.21568713
1	0.10191236091249738	0.25343736040412007	0.39859600710812343	0.35956857	0.3633478
0	0.23305643757107705	0.3515688829082838	0.43460394317155165	0.40153542	0.41981378
0	0.0024287768743623353	0.07599671191519011	0.2651541266482057	0.16593927	0.21283247
1	0.4728565611599434	0.5606194448790496	0.4720976891821815	0.40936917	0.4910429
1	0.9509063258110795	0.7294211838186361	0.6670545039862955	0.6505751	0.45655957
1	0.5434741518639667	0.5206616800158361	0.5523041966922788	0.56796795	0.36075518
1	0.10807874733234506	0.2650316509962611	0.44436094432128814	0.42673013	0.6810443
1	0.17445133126908344	0.35297175873257786	0.3366345283688173	0.16966982	0.27844805
1	0.6606427131717242	0.6148202359133006	0.46455951878359025	0.53773147	0.2676953
0	0.2328190640583864	0.3408420579637442	0.5153808936752067	0.46260348	0.39035344
0	0.21668795446075503	0.3353886658716943	0.39697307510836416	0.21535894	0.19790317
0	0.0032705683832200405	0.09799317003251766	0.23161173549747474	0.095543556	0.2011373
1	0.9983275799971306	0.9184123837546356	0.7732824685172035	0.8710494	0.69778556
1	0.23788393748284375	0.4069193766443157	0.388490885234626	0.24020866	0.18196465
1	0.7405768927672267	0.5692296146687331	0.5563365130139902	0.45832044	0.45905614
0	0.021996587367091276	0.18975074520309385	0.34880628480342424	0.39725664	0.28049266
1	0.5040262941859591	0.5	0.41671873446928553	0.3966917	0.37545756
1	0.9756384580863814	0.814627008782933	0.6783790585307402	0.809351	0.7168651
0	0.027463809232341957	0.17198635195913411	0.29301156752389357	0.22054017	0.18356249
1	0.11953517587659587	0.25463910348151914	0.3452530914791813	0.19331804	0.2095517
0	0.5408368231133023	0.5249561785213923	0.47905072843094465	0.46782577	0.20180269
0	0.009395285687083485	0.15211942211825294	0.3210517810949676	0.19510177	0.21283247
0	0.006009178744744057	0.15844840360518817	0.2567511429274202	0.1419096	0.19845936
0	0.3629544559778755	0.5065772457905406	0.4318502545753146	0.26708442	0.36971554
0	0.9746637594072279	0.804646409871803	0.6273397367778383	0.7687998	0.83027905
0	0.10867007372332423	0.36517074509899206	0.3908999611225996	0.30958626	0.45430154
1	0.19140455042311105	0.39357476377186085	0.3701035288827835	0.27575177	0.5118084
0	0.27630929342155514	0.35477429082446343	0.49046326274877144	0.6242867	0.55858195
1	0.6204103825170338	0.6053601170273534	0.40747503153479336	0.36872295	0.2650038
0	0.8239715065201394	0.6280390069801327	0.6137439367048502	0.7333576	0.81205225
1	0.09496651912475708	0.2689142842393917	0.39366291450228674	0.20115238	0.30692557
1	0.06093306867309494	0.26166474389046607	0.38905999652838924	0.20711626	0.25696674
0	0.15714320421238995	0.3102184498199617	0.40631575724168556	0.46682075	0.5321441
1	0.3146841746380232	0.41111270398387817	0.4829267237577451	0.65761316	0.76225007
0	0.047097494819950146	0.23192230496614932	0.4083303618643585	0.3777295	0.43013844
0	0.05772852114135428	0.30986840281158246	0.3408092627288121	0.3755857	0.3724914
0	0.1273302245191309	0.3486086919249943	0.3457288133267311	0.15314053	0.33694407
0	0.7291185809495448	0.6029157988247553	0.435284275505234	0.3249226	0.36644968
1	0.2672297986103222	0.381193887506964	0.4889482947467871	0.4633748	0.70488846
1	0.9987181884746347	0.9974238511261799	0.6907149295819793	0.86286265	0.7946087
0	0.1367015413088993	0.3227267414114628	0.3638727623033555	0.16495611	0.3491185
1	0.23785387637203992	0.236960477938278	0.5653712856842796	0.5031669	0.462798
0	0.006400713150402698	0.0851780550455891	0.4406066354079731	0.3697204	0.5169183
0	0.059214134469042896	0.2920024176872274	0.458284963882605	0.52523035	0.6453535
0	0.6460237411706787	0.5949374366245976	0.5082328284711842	0.41748542	0.65329856
0	0.013681003632245779	0.16390280754294442	0.38691689130872553	0.24479243	0.31906626
1	0.9986701741016505	0.9237486973718348	0.8977862829357605	0.9293939	0.6708012
1	0.9983481462959605	0.9056027900259176	0.636786131921484	0.69411135	0.5809068
1	0.8987279657059708	0.7117934831617581	0.529439983942655	0.57890695	0.48177618
0	0.0793052164832636	0.33460508923687077	0.41090733619189224	0.27625322	0.5810226
1	0.9948931347435358	0.8463691447796723	0.6913991087458584	0.80428505	0.78776217
1	0.5613721550040753	0.5370468545956125	0.5124088809759655	0.48791298	0.65611166
0	0.2833707993030503	0.37357375902759177	0.598725896460447	0.718495	0.69150454
1	0.7360257490837443	0.5761792571361156	0.6352567192439484	0.67970955	0.604675
0	0.43976486874152226	0.4682499093786468	0.38936963285277665	0.2667117	0.36206728
1	0.692209698835909	0.6292553464285849	0.5431740164066189	0.46852854	0.6276212
1	0.27746760846655744	0.3893257420843566	0.5040049545133256	0.5023401	0.46221882
0	0.05875684516167817	0.24628041056644384	0.37563925932940945	0.44075307	0.26857093
0	0.2508371570430882	0.3887339152562272	0.3474580521490519	0.16859393	0.39480364
0	0.5782154233075987	0.5420829228648009	0.47331737406040825	0.47780672	0.4417401
1	0.07448183427292757	0.30462387835003024	0.4114588919771767	0.35843042	0.5077415
0	0.07879009894813581	0.2787262295247868	0.3678978224412087	0.23443234	0.4439299
0	0.020947628726199412	0.24132455193416755	0.29560927110456914	0.13796216	0.24590008
1	0.06646801295759443	0.33203455407405597	0.3727114781897097	0.48144296	0.6708572
0	0.008487106669436877	0.16500655349997967	0.33862837781133487	0.2741859	0.26329377
1	0.9718490665341494	0.7550230721955093	0.6750148985426826	0.7831495	0.6121104
1	0.7869362037336087	0.5927621319327552	0.5651260619433027	0.620981	0.74048924
1	0.9180155450274895	0.7509733147062994	0.6054261334030483	0.7534258	0.63014334
0	0.41308915787528766	0.5225917412142627	0.5221323836766952	0.6383506	0.6524639
1	0.40601958421800194	0.4288513099335684	0.5934678845309904	0.7123961	0.5980743
1	0.9318892331392057	0.7364224646355596	0.5417467885249426	0.56949675	0.43385065
0	0.025572322075905523	0.2522976363885152	0.32435754469129086	0.21371973	0.39576164
0	0.04270775601905325	0.19337710103681097	0.39809687550702866	0.28735527	0.4672585
0	0.2593566687918438	0.5	0.3281640540151568	0.17635821	0.38137788
1	0.9155584280373481	0.6619236343212267	0.4681007976184053	0.4725348	0.3872586
0	0.28144567178412866	0.4212734034663594	0.41036269340618836	0.55836064	0.36204183
1	0.8617207045037257	0.6084999727633006	0.6047131178827191	0.66701126	0.467405
0	0.07126168520335147	0.2574485790312962	0.381140032255681	0.20262258	0.43483734
1	0.8961194850094599	0.6977386268086129	0.5389815635217734	0.58236086	0.62287587
0	0.038941576124862994	0.19428481158257344	0.4387886627762789	0.43021262	0.54564524
1	0.5762403241302173	0.5324088755041825	0.6231987798731186	0.7196768	0.6347984
1	0.005160834131238064	0.08570694699655274	0.4283322459752291	0.25862062	0.5601056
0	0.0587129472209874	0.21757238738693604	0.4671770412353012	0.35505977	0.48728797
1	0.5884318356761317	0.44561721024406586	0.6103932864147403	0.70714426	0.7407926
1	0.8121911419619082	0.6217178369822153	0.4375147630883645	0.32091033	0.40560323
0	0.08145643360042461	0.3107240347649569	0.37023617474430176	0.43303537	0.28347704
0	0.12782189991399415	0.3228888095580522	0.41476847887306467	0.24275638	0.34150732
0	0.6888375954721878	0.5453775295695827	0.38065282557856095	0.41025612	0.67734057
0	0.4034714597233072	0.45954245167032753	0.47805430848989056	0.5431702	0.3872037
0	0.7820325553897387	0.6574160137717182	0.525638212928945	0.56321645	0.70145607
1	0.7029168308126424	0.5658824110481065	0.4879363377644614	0.5267926	0.6874569
0	0.3586320331657896	0.46082901700469636	0.44207494986659	0.47145396	0.6392774
