ID	spreader	Tweets
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Cómo está mi gente!!...recuerda que es martes así que no te cases ni te embarques✌️😁 
#HASHTAG# #HASHTAG# #HASHTAG#me #HASHTAG# #HASHTAG# #HASHTAG# #HASHTAG# #HASHTAG# #HASHTAG#me #HASHTAG#… #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Mi gente ya es viernes , y hoy tendremos un programa de muchas complacencias!!...te espero en punto de las 8 de la noche en “La Jalada de Noche” solo por #USER# 
#HASHTAG# #HASHTAG#… #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Como cuando Telever va a tu Universidad a grabar a los mongoles que juegan Pokémon GO #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Mi gente ya estamos al aire, sintoniza #HASHTAG#...recuerda que te estaré acompañando hasta las 10 de la noche en “La Jalada de Noche”
#HASHTAG# #HASHTAG# #HASHTAG#me #HASHTAG# #HASHTAG# #HASHTAG#… #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Ya estamos al aire mi gente, ya comenzó “La Jalada de Noche” solo por #USER# manda tus mensajes al WhatsApp 2294465333 te acompaño hasta las 10 de la noche!
#HASHTAG# #HASHTAG#… #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Central Latina - Pienso en Ti #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"RT #USER#: #HASHTAG#

Nos reportan usuarios de facebook que en varias casillas especiales se han agotado las boletas.

Los luga…"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	¿Has escuchado ‘Los Luchadores’ de Cristhian Olivo en #HASHTAG#? #HASHTAG# #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Gracias!! #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Un fin de semana más que se termina, pero muy contento por ya dos semana de programa al aire #HASHTAG#.... #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	RT #USER#: Actualización condiciones del tiempo. Atentos por lluvias-tormentas aisladas en regiones de montaña, los Tuxtlas y costa centra…
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Transportistas anuncian paro de camiones en Veracruz - Portal Noticias Veracruz #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Cuando estaba en más latina #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	RT #USER#: Hoy empezamos la promoción de #HASHTAG# en diferentes estaciones de radio visitando #HASHTAG# y el #HASHTAG#…
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Esa es la humildad #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Gracias por haberme escuchado esta noche mi gente bonita...te espero mañana en punto de las 8 de la noche solo por #HASHTAG# #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Biianca Gamboa Alemán Tere Nanto Kary Morales Rz Any Piñeiro Espejo #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Iniciamos nuevo proyecto!!. #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	RT #USER#: #USER# #USER# #USER# #USER# Yo ya la presente pero da la casualidad que en este momento sus servicio…
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Racismo? #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Chavos a todo dar, gracias por la entrevista tocayo #USER# y #HASHTAG#  #USER# #USER# #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"#URL#

Ya estamos al aire con buena música"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	En estos momentos siento que me estoy muriendo — feeling ill
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Es ombligo de semana!!
#HASHTAG# #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Así son la gente que se les sube la mierda, pero síganlos apoyando a ese trío de zánganos!! #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	RT #USER#: Licencia al cargo, estrategia de Duarte para evadir la ley: Yunes Linares - #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Pero que es esto!!! #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #HASHTAG# #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Pero qué buen cumbion!!
#HASHTAG# #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	#USER# #HASHTAG#  Disfrutando del partido desde el puerto jarocho, arriba los tiburones!! #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	"Bien pasados de lanza!!
#HASHTAG# #URL#"
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	#USER# #HASHTAG# saludos desde Veracruz, escuchen #USER#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Mi gente excelente tarde!!...recuerda que te espero en punto de las 8 de la noche en “La Jalada de Noche” solo por #HASHTAG# #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	Desde el Zócalo!! #URL#
78d9b08d3ece8cd9a1ee5419df5fdfd8	1	RT #USER#: Asiste al BAILE CALLEJERO que se realizará este sábado 21 de julio a partir de las 5 PM, iniciando frente a Villa del mar…
45b5051a47e1141b6fde24347f8e441c	0	"▶ #HASHTAG# | Los agentes localizaron al hombre de 93 años en la misma casa junto al cuerpo de la víctima, y al parecer en estado de shock
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	⚠ #HASHTAG# La Dirección General de Tráfico controla esta semana a miles de vehículos. ¿Es obligatorio llevar la pegatina de la ITV? #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG#: Las vacunas vuelven a estar en el punto de mira. Como cada año, la Asociación Española de Pediatría (AEP) ha publicado sus recomendaciones. Ojo porque hay novedades importantes #URL#
45b5051a47e1141b6fde24347f8e441c	0	#HASHTAG#: Ana Julia Quezada, condenada por el asesinato del niño Gabriel Cruz, ha solicitado el traslado de cárcel desde la de Almería, donde está recluida actualmente #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# A pesar de que están prohibidos, las tres mujeres los compraron online. Fueron el origen de un dramático incendio #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# El Partido Popular (PP) recurrirá al Tribunal Constitucional la congelación de las pensiones para 2020 #URL#
45b5051a47e1141b6fde24347f8e441c	0	Por precaución, todos los museos municipales de #HASHTAG# estarán cerrados durante toda la jornada #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# En la edición 18 de Madrid Fusión hay cuatro ciudades invitadas: Tokio, Ciudad del Cabo, Moscú y San Petersburgo #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# El presidente del Gobierno en funciones asegura que lo que más desearía el secesionismo es un Ejecutivo de la derecha #URL#
45b5051a47e1141b6fde24347f8e441c	0	"Tras la rueda de prensa en la Diputación, se dirigirá hacia el Teatro Cervantes para destapar su lucero a las 13 horas
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	🚨 #HASHTAG# El conseller de Trabajo ha asegurado que la Inspección de Trabajo irá «hasta el fondo para aclarar las causas y las responsabilidades de un accidente muy grave» #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La respuesta sobre la posibilidad de unas terceras elecciones es negativa en todos los partidos, salvo en Vox #URL#
45b5051a47e1141b6fde24347f8e441c	0	"En #HASHTAG#: La durísima carrera de ultrafondo entre Almería y Roquetas de Mar supone una demostración de capacidad de sacrificio
 #URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# #HASHTAG# ♻️: El Puerto generará por si mismo la energía necesaria para su actividad en el año 2023. Una instalación de placas fotovoltáicas con baterías de litio permitirá reducir el impacto medioambiental de la actividad portuaria. #URL#
45b5051a47e1141b6fde24347f8e441c	0	"▶ #HASHTAG# | El Gobierno recibió la comunicación de 502 manifestaciones en la #HASHTAG# durante 2018, además de prohibir otras 26
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La Policía Nacional ha encontrado en su domicilio del distrito madrileño de Madrid a una mujer de 78 años que llevaba alrededor de 15 años muerta #URL#
45b5051a47e1141b6fde24347f8e441c	0	⚽ #HASHTAG# Así es el rival del conjunto rojiblanco, el Real Oviedo, en el partido de mañana #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# Los jóvenes de 15 años cada vez pasan más tiempo en internet, pero sus capacidades para comprender el mundo digital que les rodea, cada vez más volátil, es aún deficitaria. Lo dice el informe PISA #URL#
45b5051a47e1141b6fde24347f8e441c	0	➡ #HASHTAG# Imágenes de mucha tension esta noche en #HASHTAG# #URL#
45b5051a47e1141b6fde24347f8e441c	0	Jorge Lorenzo, Manel Fuentes, Juan Diego y Natalia Verbeke apoyarán a Almería como destino en Fitur #URL#
45b5051a47e1141b6fde24347f8e441c	0	Desde este viernes y hasta el domingo 3 de noviembre, el mirador de la avenida Federico García Lorca está acogiendo la segunda edición del Oktoberfest #HASHTAG# #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# Jesús Maeztu ha sido recientemte renovado por el Parlamento como Defensor del Pueblo Andaluz para un nuevo mandato #URL#
45b5051a47e1141b6fde24347f8e441c	0	"El sindicato Ustea de docentes estudia con sus abogados llevar el tema a los tribunales ante una situación que ha causado indignación en diferentes organizaciones sociales
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La planta Frutilados está a pleno rendimiento desde el inicio de este mes. Informa #USER# ⤵ #URL#
45b5051a47e1141b6fde24347f8e441c	0	#HASHTAG# El cambio se produce tras numerosas protestas de profesionales sanitarios con quejas por falta de medios y personal #URL#
45b5051a47e1141b6fde24347f8e441c	0	📸 #HASHTAG# Estas son las mejores imágenes submarinas de 2019 para National Geographic #URL#
45b5051a47e1141b6fde24347f8e441c	0	🏀 #HASHTAG# Así ha sido la celebración de la selección española de baloncesto en Madrid 👉 #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# El Gobierno de la Junta de Andalucía inicia hoy una ronda de contactos con otras comunidades autónomas gobernadas por PP y Cs para liderar un frente común. Informa #USER# #URL#
45b5051a47e1141b6fde24347f8e441c	0	"Los galardonados serán la Fundación Jesús Peregrín, José Antonio Flores, sección femenina del CB Almería, Amigos del Sáhara y Dreambeach
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La organización no gubernamental Proyecto Hombre Almería presentó recientemente la memoria de 2018 con estos resultados: #URL#
45b5051a47e1141b6fde24347f8e441c	0	#HASHTAG# El soberanismo vuelve a salir a la calle bajo el lema «libertad» #URL#
45b5051a47e1141b6fde24347f8e441c	0	🚨 #HASHTAG# | Greta Thunberg llega a Lisboa tras 21 días de travesía por el Atlántico  #URL#
45b5051a47e1141b6fde24347f8e441c	0	¿Te gustaría ver Almería desde la terraza de la Casa de las Mariposas o el Centro de Interpretación Patrimonial? Así puedes... #URL#
45b5051a47e1141b6fde24347f8e441c	0	"▶️ #HASHTAG# Las obras de San Leonardo provocan cortes de agua hasta el jueves:
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# #HASHTAG#: El vuelo entre Almería y Sevilla cumple diez años con más de 310.000 pasajeros. La operativa de servicio público viene apoyada gracias a una financiación de la #USER# de aproximadamente 2,2 millones de euros al año. #URL#
45b5051a47e1141b6fde24347f8e441c	0	🚨🚨 #HASHTAG# 🚨🚨 Dos heridos en el espectacular incendio en el Parque de Nicolás Salmerón. Los bomberos aún trabajan en la zona. (Vídeo en la información 📹) #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# #HASHTAG# La joven que escapó por la ventana de un piso en Basauri (Vizcaya) para zafarse de su agresor ha querido denunciar públicamente el calvario que vivió ⤵ #URL#
45b5051a47e1141b6fde24347f8e441c	0	🚨 ÚLTIMA HORA | Francisco Franco será exhumado antes del 25 de octubre y sus restos trasladados posteriormente al cementerio de Mingorrubio #URL#
45b5051a47e1141b6fde24347f8e441c	0	#HASHTAG# El hombre también ha sufrido diversos hematomas y cortes por la zona inferior del cuerpo #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# #HASHTAG#: Médicos de Torrecárdenas crean un sistema que mejora la atención a los pacientes de cáncer de colon. El primer modelo matemático netamente español permite ajustar los tratamientos a la situación personal del enfermo y de su patología. #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# Se acaba el tiempo para cambiar las pesetas por euros #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# El juez Calatayud afirma que «va a darnos muchos dolores de de cabeza el tema de las casas de apuestas» #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La avenida principal de Tabernas ya cuenta con una nueva silla para rememorar los premios 'Tabernas de Cine' #URL#
45b5051a47e1141b6fde24347f8e441c	0	🚨 #HASHTAG# Un hombre de 79 años y su mujer, de 80, han sido encontrados esta tarde en su domicilio, fallecidos por varias puñaladas en el cuello #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# Hay decenas de diferentes clases de yogur, pero ¿cuál es el más saludable? Los expertos analizan los componentes y dan una recomendación: #URL#
45b5051a47e1141b6fde24347f8e441c	0	Agentes de la Policía Nacional han desmantelado una nueva plantación de marihuana oculta en el interior de una vivienda del barrio del Quemadero de Almería. Ojo a todo lo que han incautado #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La Cámara del Consejo de Bruselas ha aceptado este viernes que los casos sobre las euroórdenes de los exconsellers independentistas Toni Comin y Lluis Puig se agrupen con el del expresidente Carles Puigdemont #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# es el territorio que más diputados aporta al Congreso. De ahí que buena parte de los candidatos comenzaran este jueves la carrera hacia la Moncloa en tierras andaluzas #URL#
45b5051a47e1141b6fde24347f8e441c	0	"🚨 #HASHTAG# #HASHTAG# Cómo esquivar la huelga agrícola de mañana en Almería capital. Se ha establecido un dispositivo para evitar las retenciones.
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	"🚨#HASHTAG# Oleada de robos en la comarca del Almanzora: #USER# pide al Gobierno más presencia de Guardia Civil en la zona y anuncia una PNL para que mejoren los medios del cuerpo 
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	Esta es la portada de IDEAL de este martes. Puedes acceder a toda la información en ➡ #URL# #URL#
45b5051a47e1141b6fde24347f8e441c	0	"▶️ #HASHTAG# El cupulín de la Casa Consistorial ya luce en todo su esplendor:
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# Morir fue lo que casi le ocurrió al negocio en diciembre de 1977, cuando un grupo de ultraderechistas le prendió fuego y les dejó un recado. 'Aliana volverá a arder'. Después vino el resurgimiento: #URL#
45b5051a47e1141b6fde24347f8e441c	0	"▶ #HASHTAG# | El Ayuntamiento de Jaén lleva cinco años planteando la municipalización de la zona azul y aún sigue en menos privadas
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# La diferencia entre nacimientos y defunciones va a arrojar en 2019, si continúa la tendencia ya registrada durante el primer semestre, su ritmo más lento de crecimiento desde 1941. Informa #USER# #URL#
45b5051a47e1141b6fde24347f8e441c	0	"Más de 502.000 almerienses están llamados mañana a elegir a sus representantes en el Congreso de los Diputados y el Senado | 3.500 electores votarán por primera vez
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	#HASHTAG# Las respuestas a la prueba de lectura que «no reflejan en nivel real de competencia de los estudiantes» #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶  #HASHTAG# Esto es todo lo que se sabe del crimen machista ocurrido en la noche de ayer en #HASHTAG# (#HASHTAG#) #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# ¿Has visto la factura que le dejó este fontanero a una anciana? Está dando la vuelta al mundo por lo que escribió en ella #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# El último gran juicio contra ETA en España ha durado exactamente 29 minutos. Esto es lo que ha ocurrido: #URL#
45b5051a47e1141b6fde24347f8e441c	0	⚠ Aviso importante de la AEMET por el temporal que llega a España #URL#
45b5051a47e1141b6fde24347f8e441c	0	🚨 #HASHTAG# Unas testigos se encontraron con esta terrible escena de maltrato animal: le habían partido el cráneo antes de atarla a la bola del vehículo #URL#
45b5051a47e1141b6fde24347f8e441c	0	"▶ #HASHTAG# | Vivir en el lujo de Ibiza es el sueño de muchos. Pues bien, pues hay una oferta de trabajo para vivir en una mansión por más de 2.000 euros al mes
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	"▶ #HASHTAG# El Ministerio de Fomento ha adjudicado el nuevo contrato de las Obligaciones de Servicio Público (OSP) en las rutas aéreas Melilla-Almería, Melilla-Granada y Melilla-Sevilla, que seguirán siendo prestadas por la compañía Air Nostrum
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	"▶️ #HASHTAG# Ciudadanos pide más de 5 millones de euros para aprobar el presupuesto de 2020:
#URL#"
45b5051a47e1141b6fde24347f8e441c	0	▶ #HASHTAG# Alerta sanitaria por un jarabe. Se ha pedido su retirada de las farmacias #URL#
45b5051a47e1141b6fde24347f8e441c	0	▶️ #HASHTAG# #HASHTAG# #USER# opera a once pacientes con el endoscopio pediátrico que llegó en marzo. El aparato fue incorporado a las herramientas en servicio en Torrecárdenas la pasada primavera. #URL#
45b5051a47e1141b6fde24347f8e441c	0	"El visitante puede descubrir, especialmente en otoño, un extraordinario arbolado que forma un bello paisaje
#URL#"
