y_truth	lr	svm	rf	xgb	xgb_tw
1	0.44793246542699916	0.40839722895046104	0.4599059046005426	0.04254368	0.37730184
0	0.004130180295818129	0.050393095755501	0.2183175219661606	0.008909914	0.110909276
0	0.838723050788432	0.5822790870160346	0.5652361410801947	0.43941692	0.6913034
0	0.044215175448425945	0.12890465900104947	0.3377696621259307	0.1204297	0.16363499
0	0.8797799684820719	0.573881006802006	0.53482820228774	0.7252092	0.66120744
0	0.7539851887099139	0.5531903209303791	0.5892612432333266	0.7832475	0.7795293
1	0.6089126394737406	0.6529082006711712	0.5495272343726364	0.8239166	0.8070573
0	0.9922597144021331	0.9459061217026815	0.7226862291243701	0.9566078	0.39479628
1	0.8930589604200034	0.8562091448124314	0.5805406141270366	0.7705093	0.91679394
1	0.9948320264199058	0.9555297915461575	0.7362007244980098	0.9709147	0.8504977
0	0.07304136161660367	0.13013744023756527	0.3691674143595817	0.2679706	0.30670184
0	0.511380764735004	0.4246409779534871	0.4901538150016788	0.61076474	0.81296873
0	0.09274624507489689	0.11537431793386006	0.38378014872266997	0.09534496	0.2331311
0	0.004108663912648519	0.07270121313620899	0.27356143664602717	0.015462457	0.068509154
1	0.9920896474331329	0.9672313962870377	0.7138410401814792	0.9922999	0.8096646
1	0.9697244886650389	0.9286058763871665	0.6243264289871838	0.9591849	0.9401802
1	0.7858145813920816	0.5861754660300617	0.590249918472231	0.7059886	0.8149805
0	0.4641782644572119	0.4200153710454903	0.5658401935008268	0.12636371	0.58644295
0	0.6485168180170078	0.2931185309396731	0.4711192604241829	0.5289743	0.6569901
1	0.9659739776922989	0.6841235019104551	0.5417091593275015	0.9252499	0.5825145
1	0.19631047535814397	0.24138661612664128	0.5196981991359135	0.5481327	0.7496794
0	0.672620583983512	0.5438682447795217	0.38827333209002357	0.31218797	0.36412537
0	0.09382346437748353	0.16643508754005562	0.4189284781747135	0.10948168	0.47285476
1	0.9169017570086062	0.8188261526620215	0.5832859179780086	0.89848894	0.6569901
0	0.8321469440495384	0.6203791531163726	0.4915590158390031	0.49713463	0.7414786
0	0.7544843009059274	0.5	0.559286386540502	0.45543122	0.58644295
1	0.9842790540188303	0.8767980708772056	0.7052113202784522	0.9939567	0.62497336
0	0.07965818861864067	0.11324756848860996	0.3875222945293046	0.110875264	0.6967227
1	0.38541192108095873	0.5500511156215345	0.4997014254384228	0.82194716	0.23521352
1	0.9475246204237535	0.8500823006730344	0.5952701888217561	0.9766283	0.6569901
1	0.2749647019903691	0.41998356706586787	0.4353618599687754	0.15210775	0.601085
0	0.20074321999267405	0.1615771540878195	0.4305110873745464	0.07000144	0.51949364
1	0.9366823109357499	0.7972891981549807	0.5750910727148287	0.67343724	0.51949364
0	0.11285766182883201	0.201795028578472	0.3902374801425029	0.14583296	0.11337151
1	0.002640509455403816	0.058805598827066714	0.26083066638816665	0.009252081	0.20303509
1	0.9406260325423339	0.8377910355010587	0.6207539384179256	0.9045141	0.61126953
0	0.31830562451576927	0.2975127944730538	0.4488631522681873	0.14438905	0.1931375
0	0.4275672594817435	0.43846546894011496	0.5299264598153018	0.72708386	0.28004596
1	0.327072509743187	0.38354775033210065	0.3735579052299003	0.0786481	0.5825145
0	0.07085235914780925	0.16436499785321318	0.3579267281264413	0.03087619	0.083818644
0	0.21449944756304842	0.277428344360672	0.44893639177163186	0.28622216	0.40072668
1	0.9842121425671565	0.8871152211163913	0.69893665279263	0.9825968	0.5492304
0	0.46593626523572157	0.4647229804602137	0.5287429921556699	0.38062844	0.5246478
1	0.48661749274214844	0.40350613218197207	0.42850174691377146	0.35172403	0.39643255
1	0.8454258974965098	0.6747433852298241	0.5804372822616423	0.55598843	0.530688
1	0.9958520167839044	0.9389529191178797	0.678034026608981	0.9920399	0.5492304
1	0.9936813377306055	0.9335671100827485	0.6269962429828609	0.9444814	0.8224704
0	0.7437594704339966	0.6174964597982752	0.5081160455532299	0.4195368	0.5057573
1	0.4665251760702427	0.3996721774208728	0.4833072072621223	0.28029338	0.8663026
1	0.47380614597566106	0.6363184552165808	0.524513996910669	0.6797057	0.9164314
0	0.060051415955323956	0.17620829796244233	0.33861649729022775	0.05568193	0.19374742
0	0.7276474472394928	0.7713224937684745	0.5369389001390519	0.7515642	0.55172145
0	0.06835327108810733	0.1864224305209361	0.4366167349715449	0.17852122	0.15109076
1	0.9866353973904074	0.9052244812358244	0.6629908823474062	0.9227078	0.60619235
1	0.9840873179856151	0.9463886125276894	0.5973187144189871	0.97335434	0.67379045
1	0.6966919852290059	0.6464105164146722	0.5757118346605874	0.67587966	0.5231475
1	0.9481187922546543	0.7850322216839322	0.6486920217049914	0.62468237	0.45866686
0	0.1131208830514436	0.1880384512523201	0.4152854350266923	0.0761804	0.19374742
1	0.40537110080340416	0.3040070078181313	0.5695811209219975	0.9888843	0.83489203
0	0.05814142633810913	0.0915786624795476	0.3920010442456099	0.27652475	0.32187113
0	0.4082911535294378	0.20845634516481099	0.5017036206957968	0.2537811	0.29158613
1	0.9514039726576954	0.8904076419985747	0.6230595770085937	0.9850057	0.926644
1	0.9900278918523567	0.8522563599818943	0.6731747191528662	0.8706745	0.7250615
0	0.82567020209243	0.6902265602813697	0.5294796778040737	0.7918568	0.6653966
1	0.8332287286691628	0.8260408840272555	0.5333296387660422	0.4313305	0.77690464
0	0.4199435054834767	0.41869570378627086	0.5783449579175445	0.18380187	0.46818858
0	0.03221252917313044	0.21683075256007753	0.2718100490552394	0.07325023	0.40057072
1	0.6862655995242425	0.6269293990557968	0.5201620718895504	0.10829168	0.80632836
0	0.020228103115528105	0.1123831678429966	0.40799591896834386	0.1578828	0.19228418
0	0.30742729946327346	0.5357347306442837	0.46981031818896357	0.90982586	0.2569307
0	0.026753945230973866	0.09935383641651484	0.26876059683453424	0.0055365534	0.1555161
0	0.5127042895258908	0.7631913244697723	0.46448719929351834	0.7726934	0.4637536
1	0.9564611135924855	0.8606391326221822	0.5588673090856303	0.46891773	0.3659688
1	0.9703536317730577	0.8782622880117648	0.6528028322871208	0.9749715	0.7201391
1	0.9672626868339763	0.9031519752602449	0.5800584872886495	0.6408675	0.21249098
0	0.019829940083604006	0.0754971740459472	0.3126380146531649	0.05151595	0.22307543
0	0.5361991829968308	0.264834585489636	0.5089216873159096	0.2508024	0.7302739
1	0.9360968522813852	0.7761424552631135	0.5187446028454366	0.8743273	0.6633084
1	0.4185524091087384	0.5935623067986607	0.4023714970154893	0.2834647	0.3198552
0	0.05103878927193908	0.11031879543904699	0.3584388724607841	0.040548902	0.1555161
1	0.9648699919786278	0.8941291384594475	0.5810312436307354	0.9327843	0.91342443
1	0.9494175861848094	0.8551451810638734	0.6374300620424729	0.8828502	0.49012047
0	0.7589527959277375	0.6944557516275272	0.5234846903474174	0.9331234	0.37630266
1	0.29147645986901544	0.35335647280621374	0.40610927326168045	0.076162785	0.16967605
0	0.8764412957197064	0.7932743561216167	0.5874654026956417	0.9328192	0.88841593
1	0.9087797155761425	0.8704740998996747	0.5441391033195802	0.81698436	0.91342443
1	0.24232261133537703	0.4646999393596565	0.3593203036946629	0.09731414	0.65697515
1	0.9935518845744613	0.9581772670973193	0.6255292368816331	0.7878234	0.4441853
0	0.008231411757169526	0.052882730852418125	0.2869536560981247	0.014434904	0.23956259
0	0.34738244673205754	0.6456071668351663	0.48078509793085317	0.39311194	0.87376726
0	0.06233972875571674	0.22649053262824922	0.34636431560495795	0.05225364	0.33687085
1	0.913177270082412	0.6968228617983602	0.559356108886963	0.618446	0.65550673
0	0.012153594226692833	0.06004059679842251	0.317887017280722	0.023744581	0.057959132
1	0.8778913676907608	0.759864473362986	0.6657994210231633	0.9550851	0.94583064
1	0.9051586437068163	0.8283321073099702	0.5932352424442554	0.88770473	0.5843906
1	0.5859980720346308	0.39401486847433553	0.5461023394800221	0.7111911	0.78094643
0	0.34517618321896965	0.31359510523833684	0.49267141695403827	0.5226078	0.45344985
0	0.5535860369373673	0.5843301322237693	0.5515764604202293	0.37642106	0.5788148
0	0.685328069503762	0.5660885071476314	0.5175056693730656	0.68893266	0.6647453
1	0.9276240871873914	0.8514174086866562	0.6134120368125102	0.9855327	0.5387758
1	0.9751947220568539	0.801439567812813	0.5506290263748496	0.8749559	0.67707956
1	0.8959453368396274	0.6987527199253685	0.5087479368969374	0.85247666	0.8155214
0	0.07413859751749577	0.1501670510502331	0.3753195228547085	0.039507136	0.40249735
1	0.9913113841436978	0.9252229810131062	0.6639319226512973	0.8305733	0.4581252
0	0.0009309011470259739	0.030958485230417304	0.21194293013780668	0.008323163	0.056270596
0	0.0077327205057167725	0.06526432840410103	0.4385948881633351	0.09858531	0.37237555
0	0.5203247713764272	0.40244391351469	0.44279895396922897	0.120535426	0.27756524
1	0.9060486142077147	0.8758727069833842	0.5583726585561096	0.93391275	0.75449973
0	0.1172494818829532	0.22622510033937848	0.3354224297613828	0.14496094	0.36913386
1	0.10438951334834976	0.1779638952710559	0.3371986362693869	0.08062344	0.026321663
0	0.8351245260684108	0.6796064891024753	0.5569472568224427	0.89689916	0.55731636
0	0.01999276143146671	0.09727331806778756	0.3046518717118548	0.018198797	0.11243975
