ID	spreader	Tweets
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Hay que salir a cazar. Ya.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# en cuanto acaben las elecciones habría que movilizarse a nivel nacional. 💪🇪🇦
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Madrid ayer. Pero la concentración de Colón es la que se PROHIBE. Que asco joder. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Que cara. Hacerse la sorprendida. CÓMPLICE.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Mi más firme condena a esta agresión contra profesionales de #USER#, a quienes envío todo mi apoyo y reconocimiento.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Esto si se puede hacer. La manifestación de Colón no. Todo así...
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Si conocéis alguna persona mayor que siga suscrita al «ABC», esta puede ser una buena ocasión para sugerir que se den de baja.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Ni mejor ni peor. Símbolos de asesinos. Por cierto si tu también idolatras a los nazis, bórrame. Gracias. ✌
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Son seres de luz. Pobrecitos...
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Hermana, ahora... YO NO TE CREO. Los ecoturistas no hacen esas cosas. Que monitoras más racistas. 🖕🇪🇦
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Definitivamente, les he bloqueado. Por disfrazarse de medio constitucionalista. Lo mundo
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Quién es ciudadanos? 🤣 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Bien Adanero. No esperaba menos.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ¡Hola, #USER#! - ¿A qué hora suspendéis la cuenta a #USER#? #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# ¿Tensión?. Hdlgp secta. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Los fascistas actúan así. Ahora de llaman antifas e indepen.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: La jauría humana. Vic, cuna del fascismo #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Y cobarde. Basura cobarde. #USER#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Asco es poco 🤬 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Hoy es el día de la basura periodística. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Un separatista se sube al furgón de Garriga y lo destroza tras el mitin de Vox en Vic 🔗 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Después de ver estas imágenes de Vic mi pregunta es: ¿por qué no hay detenidos? #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# #USER# #USER# 🇪🇦🖕 Visça España y Viva Cataluña. Desde Madrid! #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	Enfermos. Lo País. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# #USER# En cualquier país decente no ocurriría esto. Expañita.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# No puedo darle a me gusta. Le daría a me entristece.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Y que pida disculpas públicamente y sea cesada.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Este encajaría muy bien en el PSO€... 💩
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Asco es poco. Con dinero público mantenemos gentuza...de mierda. Gobierno de mierda #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	Gracias #USER#. Limpio. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Estar estaremos, es nuestro municipio. Se van a tener que joder. PASEAREMOS LIBREMENTE POR COLÓN 🇪🇸✌💪
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Y mañana en Colón estaremos 4 gatos. ¡Game over!
7775117dbeb75838fbb7a21d5bf56eac	1	Allí estaremos. Con paraguas... 🇪🇸💪 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Cada vez que #USER# se sienta al frente del hemiciclo, se impone el peor sectarismo. Degrada el asiento que ocupa.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ¿Qué porcentaje de impuestos máximos se aproxima más al que consideráis razonable?
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Hay cosas que dan alegría....ver imágenes así... Enorme sociedad civil ... Gobierno de mierda. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ¿Cuanto nos cuesta el Ministerio de Igualdad? #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# No pueden pisar la calle. Pero viven a cuerpo de rey. Hay que echarles de la Moncloa.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Lo estáis deseando y haciendo vosotros. Agredir y delinquir constantemente. Vendehumos. 🇪🇦🖕
7775117dbeb75838fbb7a21d5bf56eac	1	Adelante #USER#, ni un paso atrás. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: No son unas elecciones libres. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: #USER# #USER# Si esto me lo dice un bilduetarra es bueno. 🖕🇪🇦
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Si esto me lo dice un bilduetarra es bueno. 🖕🇪🇦
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Nada. Es lo esperado.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: James Rhodes se estrena como español yéndose a una clínica privada. Enhorabuena. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# Te tienes que reír. Mira como está España. Luego sigue levantando la cabeza si puedes. Adulto. 🤣✌
7775117dbeb75838fbb7a21d5bf56eac	1	Censurado en WhatsApp. Que rule. Es MUY BUENO. Parte 1 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# Con sentido Alvise. Consentidos los progres. ¿Necesitas más explicación?
7775117dbeb75838fbb7a21d5bf56eac	1	Pues como no lo cuelgues tú cuando lo emitan yo no lo veo. La tv no existe. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: El 11 de diciembre advertíamos que nos quedaríamos sin vacunas. El 14 de diciembre, Illa: “Sobrarán vacunas”.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: El efecto illa.... JAJAJAJAJAJA GANDULES DE MIERDA. GOBIERNO DE MIERDA. EL 6 DE FEBRERO A LA CALLE!!
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: En solo 6 días han cambiado de criterio. Suma y sigue. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# Que grima. Yo sigo felizmente bloqueado. Y espero seguir así. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# Suena asqueroso. IUUUUU
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: #USER# Claro, como no se juega a todo lo online con audio entre jugadores... Esta es una subn0rm4l del 15.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Claro, como no se juega a todo lo online con audio entre jugadores... Esta es una subn0rm4l del 15.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# #USER# Si te parece que Illa ha hecho las cosas bien... Ya vamos j0did0s.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Levantaremos todo lo que derriben. Construiremos todo lo que destruyan. #URL# #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Nuevo logo de factchecking de twitter vs. portada de 1984 de Orwell #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Todo trabajo es esencial.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Gotitas milagrosas. Maduro. Pero al que cancelan la cuenta es a Trump.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ¿El #USER# utilizando de forma ilegal números de teléfono para pedir donaciones? No creo. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# La duda ofende. Es asqueroso Pablo Acabado.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Ayuso dimisión 😂
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: El Zendal no realiza operaciones de cambio de sexo. Pásalo.
7775117dbeb75838fbb7a21d5bf56eac	1	Ayuso dimisión 😂 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: En sólo un año, a un JEMAD lo cesa y otro le dimite ... ¿No será que el problema es la ministra? #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# Y la mayor plantilla por millón de habitantes0 con diferencia. Es una abominación todo.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Esta noche cambio de canal por nuevo cierre. Dando la batalla cultural a las 22:45 Un besi de fresi rojos.
7775117dbeb75838fbb7a21d5bf56eac	1	Buenos días #USER#. 🖕🇪🇦💪 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Y los progres y medio mundo más con las palmas rojas de aplaudir porque entra este hdlgp***
7775117dbeb75838fbb7a21d5bf56eac	1	"#USER# Le tengo mucho aprecio a mi barba para hacer el subnormal. Además NÚNCA sigo las ""modas"". Cuanto subnormal."
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Si faltan jeringuillas que vayan a la Cañada Real
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# En verano ya teníamos ese lema en Madrid. 💪🇪🇦 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Él sigue a lo suyo. Se ha propuesto triturar el PP. Dale Pablo Acabado, dale! #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Lleva un gas siempre. Es legal y para salir por patas vale.
7775117dbeb75838fbb7a21d5bf56eac	1	6 de febrero 2021. Concentración en Colón (Madrid). 🇪🇦💪 Allí estaremos para decirle DIMISIÓN a PSOEMOS ETA. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Tampoco servían las mascarillas FFP2, la cartilla de vacunación, los test de antígenos o controlar Barajas...
7775117dbeb75838fbb7a21d5bf56eac	1	La pirómana de Oviedo. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Dimitiechado' Así no se puede con tanto ruido. Tela.
7775117dbeb75838fbb7a21d5bf56eac	1	Es que está quedando un panorama... ¿Democracia?. Ja. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Ejemplar actitud de #USER# haciendo que ninguno de sus diputados en Galicia se vacune antes de tiempo.
7775117dbeb75838fbb7a21d5bf56eac	1	"RT #USER#: Vuelve ""El Fary"" Iglesias con: TORITO MALO! 🐂🇪🇸 A ver si le llega a Pablo Iglesias. Es para una cosa... 😘"
7775117dbeb75838fbb7a21d5bf56eac	1	Esperemos que al menos fueran taxis, y no piratas de mierda... #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Una parroquia en Puerta de Toledo ⬇️🛑🛑
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Intolerantes con los suyos. Buenismo con los foráneos ilegales. Escoria.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Estos hdlgp van a conseguir que me bautice, sólo por dar por culo.
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Huelga general ya. No por sectores.
7775117dbeb75838fbb7a21d5bf56eac	1	Deportaciones masivas ya. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Son todos igual en IU...Podemos,Psoe,Pnv,Erc,Bng,Cup,Mes,Compromis....una piara de gandules...
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Se creen rebeldes, pero solo son peleles del sistema social progre. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ¿Algún soltero por ahí que esté en el mercado?
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: ⚠️ Los ilegales alojados en el hotel Servatur Waikiki (Gran Canaria) no tienen ganas de dormir. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Vaya 💩 de gobierno y de presifelón. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Que no os engañen 👇 La culpa de la tercera ola en España la tiene “la nefasta gestión del Gobierno”.
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: El PP acierta siempre que nos copia. Bravo! #HASHTAG#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Nuevas jornadas de enriquecimiento cultural en un aparcamiento de San Fernando (Gran Canaria). #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Aquí de la coleta sólo estás hablando tú. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	Ya está bien. L I B E R T A D #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Encima orgulloso. 🤣
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Te pareces a Pablo. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	RT #USER#: Escuchar esto en medio de una tormenta de mentiras y censuras es una gozada. Bravo #USER#. #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# Diles que te vigilen el chalet. No hay huevos. 🖕🇪🇦 #URL#
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# Jajajja. Pero así. Buenos días crack. 💪🇪🇸
7775117dbeb75838fbb7a21d5bf56eac	1	#USER# #USER# #USER# ¿Qué equipo?. #USER# es un bufón, #USER# una marioneta. Sólo libra #USER#.
05637e07406ea8532afc02fb024f9301	0	Gracias #USER# increíble poder ver esto en los tiempos que corren!! #HASHTAG#
05637e07406ea8532afc02fb024f9301	0	#USER# No hombre no... hoy no que está todo el mundo encerrado en sus casas viéndolo... que vergüenza
05637e07406ea8532afc02fb024f9301	0	#USER# Si quitas la foto, seguro que concursa y hace lo que le pidas #USER# . De nada
05637e07406ea8532afc02fb024f9301	0	RT #USER#: -Te voy a conseguir novia. -No me lo creo. -¿Admites apuestas?. - Claro, las drogadas son mi especialidad.
05637e07406ea8532afc02fb024f9301	0	RT #USER#: El queso es el coronavirus, el tío es un político. #URL#
05637e07406ea8532afc02fb024f9301	0	Buena vibra 🍷🦪 en Ca'n Aurelio #URL#
05637e07406ea8532afc02fb024f9301	0	RT #USER#: - ¿Qué peli estás viendo? - Tiburones asesinos. - ¿De qué va? - De un niño que quiere ser cantante.
05637e07406ea8532afc02fb024f9301	0	RT #USER#: —Cuando te haces mayor ya no aguantas el alcohol como antes. —¿Cuantas cervezas te has bebido? —Treinta y cuatro.
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Esta vez no está tan guapa después de parir eh! #URL#
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Una de las cualidades que aprecio en las personas #URL#
05637e07406ea8532afc02fb024f9301	0	#USER# #USER# Bien manipulado! 🤣
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Poco bebo para el año que llevo.
05637e07406ea8532afc02fb024f9301	0	RT #USER#: -¿A ti qué música te gusta, Frodo? -El hobbit metal. -Me cago en la pena negra. #URL#
05637e07406ea8532afc02fb024f9301	0	RT #USER#: El antes y el después de la dieta. #URL#
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Acompáñame a ver esta triste historia. #URL#
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Dice mi hijo que si el salmorejo lleva salmón. 19 años tiene el subnormal.
05637e07406ea8532afc02fb024f9301	0	RT #USER#: Oura, el anillo que detecta el Covid-19 hasta 3 días antes y llevarán los jugadores de la #HASHTAG# en Disney.
